text,ground_truth,hunter_pred
"what are they doing to us, in the interest of healing us?
",0,0
"I did take the actual lipitor for several yrs, and it did lower cholesteral, but started experiencing the muscle tingley thing and stopped , then started with the Atorvastatin, where i noticed the above side affects.
be very aware of any physical/emotional changes.
",1,1
"Joint pain, muscle ache, fatigue.
",1,1
"While doctors will test your liver function on this medication, and they may run a blood test to check for muscle wasting, many doctors deny that there is a connection between joint pain, muscle aching, fatigue etc and Lipitor.
",1,1
"I stopped taking the medication and the symptoms gradually dissipated.
",0,0
"About a year later, I was put on it again and once again the same symptoms returned.
",0,0
"I saw another doctor and this physician is the one that stated that Lipitor is more than likely the cause.
",0,0
"Another family member was on Lipitor and experienced very similar symptoms.
",0,0
"She took herself off of the medication her symptoms also began to fade.
",0,0
"She demanded to be put on another medication and was.
",0,0
"Not all people who take Lipitor will have adverse reactions, but if you do experience these symptoms, don't just accept your doctor's denial of a connection between the two.
",0,0
"You may want to get a second opinion.
",0,0
"Due to bad family history and some early calcification, taking 10 mg at bed time quickly lowered total cholesterol to new target well under 200.
",0,0
"After taking it for 8 months developed widespread muscle pain - neck, back, hips, legs, and hands.
",1,1
"Aches and pains interupt sleep.
",1,1
"Very stiff upon waking and hands hurt so much can't make a fist.
",1,1
"Weakness when standing after sitting.
",1,1
"Early in the day I move like someone much older.
",1,0
"Pain diminishes throughout the day.
",1,1
"lst doctor said probably had arthritis but could not explain overnight appearance or widespread discomfort.
",0,1
"Second doctor said has been seeing lots of patients who have similar problem with statins and blood tests not confirming inflamation.
",0,0
"Has suggested I stop taking for around 3 months to see if symptons go away.
",0,0
"If pain disappears will try another statin.
",1,0
"Also taking Fosamax 35.
",0,0
"Was put on 10mg, the lowest dose.
",0,0
"I experienced cramping in my stomach, and some muscle side effects.
",1,1
"I decided to go off of it after a few months.
",0,0
"When my Cholesterol shot up to 300, I reconsidered and tried it again.
",0,0
"But I cut the dosage in half with a pill cutter taking only 5mg per day.
",0,0
"This is something people should consider.
",0,0
"Where the first time my cholesterol went down to 188 with 10mg, on 5mg it went down to 198.
",0,0
"it has since gone up to 220 on that dosage but still a far cry from 300.
",0,0
But now (after about 9 months),0,0
"I am once again considering going off of it.
",0,0
"I have terrible constipation and have been having bad muscle pains.
",1,1
"in my neck and shoulders, lower back and right hip,
Then the other day it was on the news that a study showed statin drugs can CAUSE heart problems.
",0,0
"and CANCER especially in the elderly.
",0,0
"It also said that 7 our of 10 researchers who told us they should lower the bar on cholesterol levels (meaning more people should take it at lower numbers) were connected to the drug companies who make and sell it!!!!.
",0,0
"It has taken its toll on my stomach in the past but it is the most effective med so far.
",1,0
"Must take it with a full meal.
",0,0
"I really made a difference, improvement of quality of life.
",0,0
"Tingling all over my body and numbness.
",1,1
"feelings of fatigue,muscle and joint pain,insomnia.
",1,1
"it lowered my cholesterol but not sure it's worth the pain.
",1,1
"dr put me on provacal for a few months but it didn't get the results she wanted.
",0,0
"rhabdomyolosis w/cpk of 14,600 in aug./2006.
2 biopsies confirmed statin damage at mayo/rochester,mn.
even then only 3of5 drs. would admit statin damage.
now live w/myalgia,periphael neuropathy,tinninitus and rheumatoid arthritis.
",1,1
"unbelievable amount of people come to talk about their aches and pains since going on statin drugs,how can the medical community continue to deceive at such a level-{truly shameful}.
",0,1
"depression, finger stiffness, finger joints locking up, much worse in the mornings.
",1,1
"After being off lipitor for 3 weeks, my depression is gone, but the locking fingers and finger stiffness and pain is no better.
",1,1
"At about the same time as I started taking lipitor I began experiencing chest muscle soreness and spazms which have persisted.
",1,1
"I now take neurontin, an anti-seizure drug together with pain killers to deal with the muscle problems.
",1,0
"I have had three blood tests over time which indicate that the lipitor is not damaging the muscles.
",0,0
"I remain suspicious that lipitor is contributing to my muscle problems (physiotherpist say there is other causes) but there is no denying that my cholesterol levels have been improved (they never were that bad).
",1,1
"Intermittent temperature elevation, chronic diarrhea, and severe joint aches similar to abdominal flu symptoms.
Lasted the duration of my Lipitor history (6 weeks).
",1,1
"Of note is my history of cholecystectomy (10 years ago) and osteoarthritis.
",0,0
"No side affects.
",0,0
"This pill works like magic to releive my arthritic pain!
",0,0
"I don't take it regularly, only when required - approximately once per month.
",0,0
"The pill eliminated all pain I felt in my hip, but it was hard on my stomach.
",1,1
"On my 10th day of medication, I experienced vaginal bleeding.
",1,1
"This scared me because it was two weeks after my normal period.
",0,0
"There is something really fishy about this drug.
",0,0
"I do not advise anyone to take it as there are many adverse side effects.
",0,0
"Muscle tightness, lower back weakness, body stiffed during sleep.
",1,1
"That medication works to lower cholesterol level, but in my case it came with mild side effects like general body stiffness and muscle pain.
",1,1
"I'll ask for another medicine.
",0,0
"MY MUSCLES ACHED AND I DEVELOPED DIFFICULTY IN WALKING.
",1,1
"IT HAS ALSO AFFECTED MY BALANCE.
",1,1
"Naseua, vomiting, cramps, dry eyes, loss of appetite.
",1,1
"10 MG a day of lipitor and 6 months later I have extreme leg pain in the calves after just walking a few blocks, in a brain fog with memory loss, Vision is giving me problems and feel like shit all the time.
",1,1
"This drug should have a pre-qualifier before perscribed or better yet.
",0,0
"take all the statin drugs off the market.
",0,0
"This drug is dangerous.
",0,0
"I'm almost inspired to start my own web site to warn people of the risk in taking any statin drug for a quick fix.

",0,0
"Big problems with muscle cramps and numbness in my legs progressing to difficulty walking up stairs and swollen feet and ankles.
",1,1
"Some of this could be other meds or combinations but I didn't have these problems before starting Lipitor.
",0,0
"Statins are supposed to be the new miracle drug to keep us all alive for years longer.
",0,0
"What a joke.
",0,0
"Who would want to live like this?
",0,0
"I have been off all my meds for about a week and feeling much better.
",0,0
I know it's dangerous,0,0
"but so are the drugs.
",0,0
"Oddly, only positive.
",0,0
"I seem to sleep better and have lots of interesting dreams.
",0,0
"No adverse effects.
",0,0
"Was on Niacin (500mg) for 90 days, but showed no improvement.
",0,0
"Tried Tricor for about 8 days, but couldn't deal with the side-effects (sore joints, sleeplessness, gas).
",1,1
"Been on 20mg Lipitor for 30 days now, but won't know any benefit for another 60 days.
",0,0
"extreme disabling vertigo,loss of support in all muscels in particular calf and leg,excruciatig pain if try to use muscels confined to bed for 2 weeks unable to leave,loss of sex drive,hair,memory loss,extreme fatigue no mater how much i slept,partial tempoary loss of sight one eye,hardest on legs,calfs,and to lesser extent sholders.
",1,1
"for me it was a posion,dr did not follow phizer advise,should have taken me off drug a year before due to my complaints instead of blaming it on my age.
",0,0
"doctor did not test enzimes or sedementation rate.
",0,0
"sedimentation rate important norm 1 to 20 mine was several hundred or more.
",0,1
"been off drug for almost 5 months muscel pain is gone strength has recovered to 25 percent of normal,fatigue and vertigo have lifted,cq10 may have helped.
plus saw palmetto,fish oils ,south beach diet,hydration but stil a long way from all clear,mental strength improving first,but body is still racked,depression has left but still resting when i can and still feeling extremely vulnerable.
",1,1
"Feels like menstrual cramps, back ache, sick to stomach for 24 hours +.
",1,1
"Was unhappy about being prescribed this but gave it a try since the pharmacy couldn't take it back (mistake -- didn't read about it until after I'd picked up the prescription).
",0,0
"After taking pill with food, feels like menstrual cramps, lower back pain & nausea within 45 minutes.
",1,1
"After the last pill, have been sick to my stomach for over 24 hours.
",1,1
"Discontinuing use immediately.
",0,0
"Have heard great things about Celebrex.
",0,0
"Maybe will ask for that.
",0,0
"No side effects.
",0,0
"My LDL, total cholesterol and triglycerides finally where they should be.
",0,0
"muscle weakness, tendon weakness and ruptures, memory loss.
",1,1
"I started taking Lipitor 3/29/06 to control elevated levels of cholesterol and triglycerides.
",0,0
"I started taking 10 mg per day along with omega 3, fish oil, change in diet and exercise and reduced total, LDL and Tri's to acceptable levels within 3 mos.
",0,0
"However, I tore my right Achilles tendon on 2/4/07 by just simply taking off from a sprinters stance.
",0,0
"I then tore my left Achilles tendon on 10/26/08 by simply jumping in the air after my son won his playoff football game.
",0,1
"Someone at the Dr's office recently recommended to me to do a search for possible connection between statin use and tendon damage/ruptures.
",0,0
"Much to my surprise there is a significant amount of study and history of this connection.
",0,0
"(Google statins tendon )
",0,0
"I have stopped the use of Lipitor immediately after finding out about this connection.
",0,0
"I have always been very active, athletic and have worked out pretty consistently since my High School years.
",0,0
"I am 41 now and cannot understand why now I am having th.
",0,1
"muscle weakness causing nerve damage and imbalance; stiffness similar to arthritis, s l o w walking and numbness.
",1,1
"have your liver checked regularly.
",0,0
"severe pain in my limbs, muscle fatigue when I tried to do my workout at the.
",1,1
"Slight stomach upset became worse and resulted in a perforated ulcer which nearly killed me!
",1,1
"I will never be perfectly well again!
",0,0
"My gastrc surgeon put the blame firmly on this drug.
",0,0
"I was fit, 48 and ate an excellent diet.
",0,0
"It did help my arthritis, but in my opinion the possibility of side effects was not taken very seriously.
",0,0
"It can kill you: post operatively I suffered bleeding, peritonitis, septicaemia,renal and respiratory failure.
",1,1
"I was sent home wearing 2 stoma bags and 3 wound dressings, weighing four stone!(56 lbs).
",0,0
"- Chest muscle pains.
",1,1
"- Pins and needles in legs and arms.
- Numbness in fingers, reduced hand grip power.
",1,1
"- Numbness/pain in back.
- Numbness/headache in forehead.
",1,1
"- Numbness in mouth.
",1,1
"- Headache that lasts for days.
",1,1
"-My sight also gets tired from computer a lot easier than before.
",0,1
"The week I started to take I had the chest ache, confirmed to be muscular by doctors.
",1,1
"At the start of the second week, I accidentally took a dose in the morning instead of the night because I took the wrong pill (skipped the night dose).
",0,0
"The day after I started to have the other symptons.
",0,0
"The worst one - the mouth one has faded, but the others remain.
",0,0
"I found out too late grapefruit juice can make this drug stronger.
",0,0
"I drank it some days during the first 2 weeks.
",0,0
"Stopped drinking it.
",0,0
"At the beginning of third week I took 50mg of CoQ10 per day for 3 days.
",0,0
"I couldn't sense an improvement, but after stopping for other three days I will try again.
",0,0
"(I need better evidence before buying a can of CoQ10, it is very expensive and hard to find around here).
",0,0
"Will beg my cardiologist to let me try natural exercise before continuing statins.
",0,0
"Giving it a 3, because it was effective , in a single month and with ezetimibe and exercise all my numbers are in very safe ranges.
",0,0
"Please be careful about natural supplements.
",0,0
"Homeopathy simply does not work - it is just water - The supplements that do work may also have side effects, just like the drugs.
",0,0
"Red Yeast Rice, for example, actually contains a statin (lovastatin) , so it will most likely have all the set of side effects as the other statins.

",0,0
"Muscle & joint pain; severe vision problems; fibromyalgia numbness in limbs; lupus.
",1,1
"IF -0 were a choice, that would have been my rating.
",0,0
"I lost my job; for 2+ years I got bounced from doctor to doctor with all these symptoms and an illness could not be diagnosed.
",0,1
"God forbid any doctor want to blame the almighty Pfizer.
",0,0
"This is THE most prescribed drug in America & it is awful.
",0,0
"Cholesterol didn't/couldn't cause me near that problems that Lipitor is responsible for causing.
",0,0
"dizziness,vertigo, altered taste, gas, little blisters in my mouth, itchy scalp.
",1,1
"I was taking the topical gel.
",0,0
"It worked quite well.
",0,0
"I was really impressed.
",0,0
"However, after 21/2 months, the side effects started.
",0,0
"When I got the vertigo, I had to discontinue.
",1,1
"Unusually fatigued in afternoon.
",1,1
"Felt lazy and unmotivated to do anything.
",1,1
"Went off them cold turkey early May and rededicated myself to a low carb/paleo diet.
",0,0
"Now focusing on TRIG/HDL ratio, TRIGlyceride levels, and keeping blood sugar in acceptable range.
",0,0
"Ratios and numbers have significantly improved and weight has dropped another 15 lbs although LDL has gone up (probably due to increase in dietary saturated fats).
",0,0
"Will retest (out of pocket) in a few months to see if my numbers improve.
",1,0
"Fatigue and laziness is gone and afternoon energy levels are high (as indicated by no yawning!).
",1,1
"I HURT EVERY WHERE.
",1,0
"I FELT LIKE I HAD BEEN RUN OVER BY A TRUCK ALL THE TIME.
",1,1
I WAS SO WEEK,1,0
"AT TIMES I COULDN'T WALK ACROSS THE ROOM.
",1,1
I REALLY,0,0
"THOUGH I WAS GOING TO DIE.
",1,1
"MY DR SAYS IT WAS NOT FROM THE LIPITOR.
",0,0
"IT HAS TAKEN MANY MONTHS FOR ME TO FEEL ALMOST NORMAL AGAIN.
",0,0
"I STARTED TAKING B-6 100 MG B-12 1000 MCG AND 800 MCG OF FOLIC ACID EVERYDAY AND IT HAS KEPT MY CHOLESTEROL IN THE NORMAL RANGE.
",0,0
"Left shoulder pain and right hip and muscle pain over 3 weeks.
",1,1
"I'm a physician and initially figured the pain was sports related (although being right handed, I was suspicious about the unilateral left shoulder pain).
",1,1
"I stuck it out for 3 weeks until I had a significant limp.
",1,0
"Then stopped Lipitor 3 days ago and noticed a very significant mitigation of the pain - about 80% resolved already.
",1,1
"The drug worked wonders on cholesterol (down 80 in 4 months), but I'll be starting an alternative shortly.
",0,0
"Sterted with swelling in one ankle then a knee thenb the other knee.
",0,1
"Also lots of soreness in shoulders and some general lowering of energy.
",1,1
"After taking Lipitor for 2 1/2 years, I experienced problems pronouncing.
",0,1
"Muscle tightness, cramping in legs and back.
",1,1
"Problems sleeping and concentrating.
felt like I had the flu much of the time.
",1,1
"Irritable.
",1,1
"I had no perceptable symptoms for about 6 months.
",0,0
"Since this was the only medication I was taking, I quit it and started feeling better within a week.
",0,0
"It took about 3-4 weeks to completely recover from this medicine .
",0,0
"I tried other statins, but had similar bad side effects.
",0,0
"Took 50 mg arthrotec with one tylenol #3 and within 30 minutes I had the most severe abdominal pain I've ever experienced.
",1,1
"It was more like bowel/uterine cramping.
",1,1
"It was so severe I had to go to the emergency room.
",0,1
"I had spent the day there already for my shoulder pain, was given a prescription and never told of these side effects.
",0,1
"I then spent the night back in the ER for the severe pain.
",1,1
"The doctor thought it was likely the codeine in the tylenol #3 but after reading all these comments, I doubt it very much.
",0,0
"Will never take this medication again.
",0,0
"I didn't think I had any side effects until I started reading through some of the list of problems other people are having.
",0,0
"I thought it was just the over 40 factor.
",0,0
"But, I too have joint pain in my knees, hips, lower back, and shoulders.
",0,1
"I have been having pain in my left thigh.
",1,1
"As far as forgetting things, I am occasionally saying to my fellow worker.
",0,1
"It has done a good job of lowering my cholestoral but, are the side effects worth it?.
",0,0
"Didn't think I was having side effects till I read here.
",0,0
"I've been on it 4 years.
",0,0
"Lowered my cholesterol from 248 to 150 within 3 months.
",0,0
"Switched to Pravachol for 3 months due to insurance issues, and cholesterol went back up to 248!
",0,0
"Switched back to Lipitor, and will have labs rechecked next week.
",0,0
"Was controlled on 5mg/day only.
",0,0
"I have several symptoms listed here, but not sure if related to the Lipitor, as I have other health issues (arthritis, fibromyalgia, plantar fasciitis)",0,0
"I do have slightly elevated liver enzymes (x18months), MD not sure if from Lipitor or 'fatty liver'.
",1,0
"GI doc thinks Lipitor.
",0,0
"Like a vast majority of those contributing, a lightheadedness, tingling in the scalp, visual deficits (not double vision or blurriness but a sense of my right eye drooping though it is not).
",1,1
"The lightheadedness and.
",1,1
"Wokred great at lowering cholesterol from 276 to 194 but at what price?
",0,0
"It is a bad feeling walking around thinking you've got a tumor behind your eye!.
",0,1
"Jan.15th,2006.
",0,0
I've only been taking lipitor for a week,0,0
"but I'm glad I came across this site as I myself have already been experiencing dizziness, lightheadedness bloating ,excess gas adn mild stiffness of my fingers.
",1,1
"Not to mention feeling tired all the time.
",1,1
"Increased from 20 - 40 mg.
three months ago.
",0,0
"Right elbow just last week became very painful - joint pain.
",1,1
"Also, started to have upper and lower back discomfort and trouble sleeping.
",1,1
"Bloated and gassy.
",1,1
"Blurred vision problems occasionally.
",1,1
"I did not connect all the dots until I started searching the web for side effects.
",0,0
"I'm seeing my doctor today and looking into natural cures - 3000 to 6000 mg.
Vitamin C daily, Lysine, Vitamins A & E.
Read about Dr Linus Pauling on-line and his findings about Vitamin C.
He won a Nobel Prize for his research.
",0,0
"Reduced choloesterol levels significantly but side effects are not worth it.
",0,0
"I like to have a glass of wine with my dinner but with this drug, I'm concerned in addition to the side effects I've just started experiencing.
",0,0
"I took my first pill this morning, with food as noted.
",0,0
"Rode my bike 12 minutes to work & didn't think I could make it.
",0,0
"Got to work, ran to the bathroom with SEVERE abdominal cramping, had massive diarrhea & severe cramping continued for 2 hours.
",1,1
"I had to leave work & go home sick.
",0,1
"I would much rather put up with my debilitating chronic knee pain (waiting for surgery) than to ever take another pill.
",0,0
"I spent $100 on the stupid pills - what an utter & complete waste of money.
",0,0
"ldl is still too high.
",0,0
"Dr has added zetia and I will switch to vytorin in August and have the blood work in October so see if its working.
",0,0
"Heart attack in 1991 and quadruple bypass in 2002.
",0,0
"Started with 10mg in 2001 and increased to 40mg after the bypass surgery.
",0,0
"Nightmares, knee pain.
",1,1
"Depressions, lack of energy.
",1,1
"Side effects seemed to sneak up on me, it wasn't until I ran out and stopped taking it that I discovered how much better I felt.
",0,0
"I know several others that take Lipitor without these effects.
",0,0
"Muscule pain and numb leg chest pain.
",1,1
"nausea, no sleep, bad dreams,muscle and joint pain, tiredness.
",1,1
"There must be something better than this.
",0,0
"I am going to try POLICOSANOL.
",0,0
"SEVERE FATIGUE IN MY BODY AND TIREDNESS AND MUSCLE PAINS IN MY HIPS THAT CONTINUE TO THIS DAY AFTER BEING OFF THE DRUG FOR ALMOST A YEAR.
",1,1
"DO NOT TAKE THIS DRUG!!!!!!!.
",0,0
"I was put on this drug by my doctor for my somewhat high cholesterol.
",0,0
"The next day, after starting this drug, I suddenly felt like I had aged to eighty years old overnight but did not connect it to starting Lipitor.
",1,1
"Up until the start of this drug I felt that I was as young as I was in my twenties and wondered if this is how you might start feeling the affects of age, by waking up one morning and feeling all that age caught up with you and now you were older than your years.
",1,1
"I took the drug for two terrible months and then had a blood test and my cholesterol had dropped.
",0,0
My doctor mailed me the results of my blood test but did not send me a new prescription like he had the last time,0,0
"so I did not know that he wanted me to get it refilled.
",0,0
"So I went off of Lipitor and within two months I was feeling normal again and even took a job with the post office where I walked five miles a day with no problem.
",0,0
"I did not associate my getting better with my coming off Lipitor, unfortunately.
",0,0
"Then I had an appointment with my doctor and he said I should have refilled that prescription by calling his office.
",0,0
"So I did and the next day, after taking only one pill, I was eighty years old again.
",1,0
"This time I did associate it with the start of Lipitor and then read the warnings the drug store gives you with meds and found that my symptoms were the same as what they warned against.
",0,0
I am not a hypochondriac,0,0
"and I never read those warnings so this was not a head thing.
",0,0
"I immediately went off the drug but a year later I am still have the same eighty years old feeling and do not know that I will ever be normal again.
",1,1
"I do not understand how just one pill can do that and this time I am not recovering like I did the first time.
",0,1
"This has ruined my life and I would never have taken Lipitor if I knew what I know now and I am so sorry that I ever heard of this drug.
",0,0
"This is so severe that I think taking it for even a short time can cause permanent damage.
",0,0
"My doctor, when I told him of all this, wanted to change statins because he was still worried about my cholesterol.
",0,0
"I told him no more statins and he then prescribed Zetia, which he said was was less effective but was not a statin, which I am still afraid to take unless I improve from the affects of the Lipitor.
",0,0
"He told me he was on Lipitor himself and that he had no problems but then said, well he did have neck pains that could have been a side affect, but that he had been on the drug two years before this developed.
",0,1
"I told him of the information on this site that describes some people having that delayed reaction and I advised him to take himself off of this drug for a couple of weeks to see if the neck pains cleared up!
",0,1
"I advise, DO NOT TAKE THIS DRUG!!!!!.
",0,0
"First I was having cramps in my fingers, which is now not apparent.
",1,1
"Recently my eyesight is not good, very blurry and my back pain has increased.
",1,1
"My shoulders are inflammed and I am now going to the physiotherapist.
",1,1
"My neck right down to my right shoulder blade is very very sensitive and very very painful.
",1,1
"The pain has not subsided.
",1,1
"I am depressed because of the pain, I can't do what I want to do, I have headaches and can't go to work.
",1,1
"My concentration is poor.
",1,1
"I also have heartburn and indigestion.
",1,1
"I am taking pain relievers and anti-acids.
",0,0
"Lipitor works to reduce my cholesterol from 8 to 5.
",0,0
"My doctor says not to stop, however I did stop for nearly 6 months and I was well.
",0,0
"When I got my cholestoerol measured however it went up and I was concerned so went back on lipitor.
",0,0
"My son says he will find an alternative for me.
",0,0
"Stay tuned.
",0,0
"Weakness in both legs, hip pain, knee pain, feet and ankle pain.
",1,1
"Lower back pain.
",1,1
"Muscle weakness from the pevis down to my toes!
Could not stand comfortably for 5 minutes.
",1,1
"Started seeing a chiropractor for relief-did not work.
",0,0
"Stopped taking Lipitor 40 ml.
and side effects started to go away after 5 days.
",0,0
"Have some lingering aches in legs.
",1,1
"So sad to see so many with problems like mine!
",0,0
"Progressively worsening problems with joint pain, muscle pain, depression and tiredness.
",1,1
"Doctor has ran all sorts of tests and oculdn't find anything wrong, everyone was pointing to arthristis.
",0,0
"I stopped taking Lipitor and many of the problems went away after 2 days.
",0,0
"I'm not going back to it.
",0,0
"No side effect to begin, but now starting to upset my stomach even while taking with food and plenty of water.
",1,1
"Didn't work for me.
",0,0
"Still can't sleep, can't work without pain.
",0,1
"Didn't see any positive change.
",0,0
"After taking Lipitor(20mg)for 11 months, developed flu-like syptoms such as dizziness,nausea, muscle aches,loss of energy & productivity, headaches (which I never get).
",1,1
"Have had these symptons for more than 60 days.
",0,0
"Quit taking Lipitor 2 weeks ago.
",0,0
"Still no change in side affects.
",0,0
"I was very active and in good health prior to taking this medication.
",0,0
"Lowered my cholesterol from 260 to 170.
",0,0
"Doctor states side affects are very rare and thinks problems are not related.
",0,0
"Recommend exercise and proper diet to achieve results.
",0,0
"Please do not take this medication.
",0,0
"I came across this web-page as a last resort for my agony.
",0,0
"Thanks to others for contributing.
",0,0
"I feel fine while I am on it.
",0,0
"No side effects.
",0,0
"My Cholesterol went up after a couple day without it.
",0,0
"I had my blood work and the cholesterol is 291.
",0,1
"I have Hypercholesterolemia.
",0,0
"I have never been so miserable in my life.
",0,1
"Started out with severe back spasms, then had intense pain in my knees and spasms all throughout my legs.
",1,1
"Weakness in my right arm.
",1,1
"The worst of all was feeling like I was walking through waist-deep mud, I simply could not walk.
",1,1
"Extreme anxiety as well.
",1,1
"I had no idea what an evil poison this is.
",0,0
"My doctor never told me any of the side effects but since then I have learned of so many people with the same problems.
",0,0
"Taking 200 mg/day of COQ10 has helped immensely as well as the potassium of bananas.
",0,0
"skipping heart beats, fast and slow heartbeat, leg pain, chest pain, extreme tiredness, depression, severe arrythmias.
",1,1
"Went to emergency room with severe irregular heartbeat.
",1,1
"Stayed in hospital 2 days, nothing was diagnosed.
",0,0
"Went to cardiologist after release, he took me off of Lipitor.
",0,0
"All side effects disappeared within 2 or 3 days.
",0,0
"I have severe heart disease.
",1,0
"It made me extremely hyper, I could not do things fast enough.
",1,1
"My doctor had me try it although my cholesterol level was only 205.
",0,0
I told her about my misgivings,0,0
"but she thought I would do ok on it.
",0,0
"I even questioned her about the liver damage it can cause but she said it hardly ever happens.
",0,0
"In less than two weeks I was so hyperactive I thought I was going crazy.
",1,1
I worked overnight at my job,0,0
"and I was trying to do things so fast that I would frustrate myself.
",0,1
"My brain also felt like it was kicked into high gear as if I was on constant alert for something.
",1,1
"I stopped taking Lipitor after two weeks and told my doctor.
",0,0
"She said if it was the Lipitor she had never heard of that happening to anyone before and recommended I continue its' use.
",0,0
"I stopped and now refuse to use it.
",0,0
"At my last physical she said she was happy that I was so healthy.
",0,0
"I exercise 5-7 days a week, lots of biking and running.
",0,0
"EKG perfect, tri's were perfect, blood sugar perfect, etc My blood pressure is constantly around 106/72.
",0,0
My cholesterol was 212,0,0
"so she tried to pu.
",0,0
"the muscle spasms in my legs were so bad I had difficulty climbing 4 stairs - highly unusual for me.
",1,1
"you need to keep on top of these drugs because the dr. doesn't always monitor enough.
",0,0
I wouldn't have known what was wrong with me if I hadn't seen an ad on t.v. for this med.,0,0
"describing side effects.
",0,0
"Dr said it was vitamin C deficiency.
",0,0
"I stopped the lipitol and the symptoms went away.
",0,0
I would have believed the dr.,0,0
"if it weren't for a kind pharmacist who said I should get a second opinion.
",0,0
"My husband was on 10 mg for several years.
",0,0
"increasing muscle pain in legs, right hip, depression.
",1,1
"Went to 20 mgs and had heart palpitations and more severe pain.
",1,1
"Thank, God, we went on a 10-day vacation.
",0,0
"He forgot his Lipitor and pain decreased dramatically.
",1,1
"We were able to make the connection.
",0,0
"I want to shoot his doctor.
",0,0
"When we returned from vaction he tried to start his dose and experienced flu-like symtoms and all-over muscle pain.
",1,1
"Get off of it if you can.
",0,0
"I was experiencing lower back pain & noticed my spouse had some arthrotec 50mg anti inflammatory pills left.
",0,1
"So i read about it online then decided to take one.
",0,0
"Then about 20mins later i had MAJOR menstrual cramps & started bleeding.
",1,1
"i had rlly bad sickness & ended up puking.
",1,1
".
",0,0
"thank god i got the pill out my system, the pain stopped 10mins later but i am still menstrating.
",1,1
"This drug cant be good for you if it brought my period on when ive only just finished my last cycle 10 dyas prior to taking the drug!
",1,0
"I would not reccomend taking this drug if it hasnt been suggested by your physician.
",0,0
"I wont be making that mistake again!.
",0,0
"Burning of tongue, dry throat and mouth.
",1,1
I took Lipitor for two months,0,0
"and I decided to discontinue taking it and see what happens.
",0,0
"Massive hair loss, extreme joint stiffness (esp in my right knee - it would just lock-up), heart palpitations, heavy depression, skin and eyes swollen and itching.
",1,1
"I have taken it for a long time and only in the last year have these symptoms occurred - perhaps these are long-term usage effects.
",0,0
"I don't know why this drug is even being allowed to be sold!.
",0,0
"My levels went from 518 down to 175 to 190.
",0,0
"No muscle pain or side effects.
",1,0
"I also take 2000 MG of Niacin a day.
",0,0
"Liver functions normal.
",0,0
"Daily headaches.
",1,1
I also started on hormones and thought that might be causing them,0,0
"but as I'm reading this I'm thinking it's the Lipitor.
",0,0
"I haven't been on it long enough to know if it reduces my cholesterol but even if it does I don't know if I'll continue to take it if the headaches don't go away.
",1,1
"Tastes gross -- heavy mint flavor.
",0,0
"Felt like it was burning my esophagus all the way down, then dry heaves once it hit my stomach.
",1,1
"But it didn't make me actually vomit, and the burning sensation went away quickly.
",1,1
"Was prescribed Cambia as a backup to Maxalt, since triptans can be taken only 2 days/week.
",0,0
"Unfortunately, it didn't work at all on my migraines, so I'll continue to look for something else as a backup.
",0,1
"After being on Lipitor for only two months, I was experiencing debilitating muscle pain in my arms, legs and back.
",0,1
"Additionally, I was experiencing severe cramping in my legs and back.
",0,1
"The good news was that my cholesterol dropped from 269 to 160.
",0,0
"The bad news was that long term, it would likely impact the heart muscle.
",0,0
"Once the doctor saw the CPK levels on my next liver function test, he called (himself) and said to stop taking Lipitor immediately.
",0,0
"Interestingly, Niaspan had the same effect.
",0,0
"I'm currently trying a therapy of 6000 mg. of vitamin C daily.
",0,0
"An interesting site for information on this is www.newmediaexplorer.org/sepp/2003/11/09/ vitamin_c_beats_statins_in_cholesterol_heart_disease.htm and http://www.cqs.com/lipitor.htm.
",0,0
"I'll post again after I have my next cholesterol test (2/7) and see what the vitamin C has done.
",0,0
"I'm not certain that any of the statins are worth the risk.
",0,0
"I had been taking two tablets per day (one @ breakfast time ,the other @ dinner time) for a couple of years when I was alerted to possible long term side effects & then consulted my GP who advised because of the time I had been taking them to only take them on a ""need to basis"".
",0,0
"I immediately stopped completely but found that I had muscular pains all over my body,I have now reduced my intake to one per day @ breakfast time & find that this has proved a moderately succesful outcome.
",0,1
"Took 10mg lipitor for 7 years had soreness of muscles for 4 years.
",1,1
"Then started with excruciating pain and muscle cramps in lower back,then down left buttock, thigh,calf and ankle.
",1,1
"Left foot has a numbness feeling to it,tingling in lower leg when walking,which I have to use a cane now.
",1,1
"Also very fatiqued,buzzing in both ears, nausia, sleeplessness, gas and dark urine.
",1,1
"All these side effect I have 24/7.
",0,0
I have asked my doctors more then once if any of my meds.,0,0
"could be causing me all this pain,3 different doctors said NO.
",0,1
"They came up with, Arthritis,Tendonitis,Sciatica,after being checked out for all these, they were wrong.
",0,0
"I stopped taking Lipitor and Tricor about 6 weeks ago.
",0,0
"Pain in shoulder and arms and hands.
",0,1
"Hands are often numb and very weak especially in am.
",0,1
"I thought it was carpal tunnel syndrome.
",0,0
"Having difficulty opening jars.
",0,1
"I ran marathons in 01, 02 and 03.
",0,0
"and I have been a regular at the gym until about a year ago when I started lipitor.
",0,0
"Recently, I noticed that I could not do a single push up without severe pain.
",1,1
"Playing basketball has become impossible.
",0,0
"Even a simple pass causes significant pain.
",1,1
"The pain in my arms interrupts my sleep.
",1,1
