id,text,label,label_text,meta_doc_drugs,meta_prev_context,span_offsets,source_file,final_pred,agent_reasoning
LIPITOR.496_1,"Pain in lower legs and lower back not quite as severe but still present.
",1,Related,Lipitor,"Constant aching/pain and weakness in arms, wrists, back of hands and shoulders.
","80, 153",LIPITOR.496.txt,1,"The text describes 'Pain in lower legs and lower back' which is a physiological issue (pain) and a known potential side effect of Lipitor (statins can cause myalgia/muscle pain). There is no indication it is an indication for the drug, pre-existing, or negated."
LIPITOR.496_2,"Gas and frequent diarrhea.
",1,Related,Lipitor,"Pain in lower legs and lower back not quite as severe but still present.
","153, 180",LIPITOR.496.txt,1,The text describes physiological symptoms (gas and frequent diarrhea) that are not an indication for Lipitor and are presented as potential adverse effects.
LIPITOR.496_3,"Difficulty getting to sleep due to aching muscles.
",1,Related,Lipitor,"Gas and frequent diarrhea.
","180, 231",LIPITOR.496.txt,1,"The text describes aching muscles and difficulty sleeping, which are physiological issues consistent with potential adverse effects of Lipitor (myalgia is a known side effect of statins, and sleep disturbance can be related)."
LIPITOR.496_4,"'Severe aggitation' and quick to snap.
",1,Related,Lipitor,"Difficulty getting to sleep due to aching muscles.
","231, 270",LIPITOR.496.txt,1,The text describes a change in mental state ('severe agitation' and 'quick to snap') which is a physiological issue and a potential adverse drug event.
LIPITOR.496_5,"For a while I was almost looking for someone to push a little too far so I could punch them.
",0,Not-Related,Lipitor,"'Severe aggitation' and quick to snap.
","270, 363",LIPITOR.496.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.496_6,"I usually avoid confrontations.
",0,Not-Related,Lipitor,"For a while I was almost looking for someone to push a little too far so I could punch them.
","363, 395",LIPITOR.496.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.496_7,"The aggitation is one of my biggest concerns.
",1,Related,Lipitor,"I usually avoid confrontations.
","395, 441",LIPITOR.496.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.496_8,"Also growing more and more tired.
",1,Related,Lipitor,"The aggitation is one of my biggest concerns.
","441, 475",LIPITOR.496.txt,1,Tiredness is a physiological symptom that can be an adverse drug event. The text implies a new or worsening symptom occurring in the context of drug use.
LIPITOR.496_9,"I cut the dose from 10mg to 5mg and reduced above side effects by about 40%.
",0,Not-Related,Lipitor,"Also growing more and more tired.
","475, 552",LIPITOR.496.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.496_10,"Surprised when I found others had similar symptoms.
",0,Not-Related,Lipitor,"I cut the dose from 10mg to 5mg and reduced above side effects by about 40%.
","552, 604",LIPITOR.496.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.496_11,"Took 10mg of Lipitor for 6 weeks and dropped my cholesterol from 310 down to 225.
",0,Not-Related,Lipitor,"Surprised when I found others had similar symptoms.
","604, 686",LIPITOR.496.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.496_12,"Mentioned how I felt and was directed to cut the dose in half.
Have taken 5 mg for about 4 weeks and cholesterol is now around 210.
",0,Not-Related,Lipitor,"Took 10mg of Lipitor for 6 weeks and dropped my cholesterol from 310 down to 225.
","686, 818",LIPITOR.496.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.327_0,"DIZZY, BALANCE, HIGHER BLOOD SUGARS, CARPAL TUNNAL, CRAMPS, JOINT PAIN, MEMORY LOSS, KIDNEY PROBLEMS.
",1,Related,GEMFIBROSIL; INSULIN; LIPITOR; NIACIN; ZOCOR,,"0, 102",LIPITOR.327.txt,1,"The text describes multiple physiological issues (dizziness, balance issues, higher blood sugars, carpal tunnel, cramps, joint pain, memory loss, kidney problems) which are consistent with potential adverse drug events. There is no information to suggest these are indications for the drugs, pre-existing conditions, or negated."
LIPITOR.327_1,"I STARTED ON ZOCOR AND CHANGED TO LIPITOR AFTER 1 YEAR BECAUSE OF BALANCE PROBLEMS.
",1,Related,GEMFIBROSIL; INSULIN; LIPITOR; NIACIN; ZOCOR,"DIZZY, BALANCE, HIGHER BLOOD SUGARS, CARPAL TUNNAL, CRAMPS, JOINT PAIN, MEMORY LOSS, KIDNEY PROBLEMS.
","102, 186",LIPITOR.327.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.327_2,"AFTER A COUPLE OF YEARS I BEGAN TO EXPERIENCE BALANCE PROBLEMS AND JOINT PAIN, BUT THE DOCTOR DID NOT THINK THAT LIPITOR WAS CAUSING THE PROBLEMS.
",1,Related,GEMFIBROSIL; INSULIN; LIPITOR; NIACIN; ZOCOR,"I STARTED ON ZOCOR AND CHANGED TO LIPITOR AFTER 1 YEAR BECAUSE OF BALANCE PROBLEMS.
","186, 333",LIPITOR.327.txt,1,"The text describes physiological issues ('balance problems' and 'joint pain') that occurred 'AFTER A COUPLE OF YEARS' of drug use, specifically mentioning 'LIPITOR'. Although the doctor did not attribute causality to Lipitor, the symptoms occurred after drug initiation, fulfilling the criteria for a potential Adverse Drug Event."
LIPITOR.327_3,BECAUSE OF HEART DISEASE THE DOCTOR WANTED MY CHOLESTEROL DOWN,0,Not-Related,GEMFIBROSIL; INSULIN; LIPITOR; NIACIN; ZOCOR,"AFTER A COUPLE OF YEARS I BEGAN TO EXPERIENCE BALANCE PROBLEMS AND JOINT PAIN, BUT THE DOCTOR DID NOT THINK THAT LIPITOR WAS CAUSING THE PROBLEMS.
","333, 395",LIPITOR.327.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.327_4,"TO 150 IT WAS AROUND 200.
",0,Not-Related,GEMFIBROSIL; INSULIN; LIPITOR; NIACIN; ZOCOR,BECAUSE OF HEART DISEASE THE DOCTOR WANTED MY CHOLESTEROL DOWN,"396, 422",LIPITOR.327.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.327_5,"HE PRESCRIBED 40 MG OF LIPITOR FOR SEVERAL YEARS AND EVENTUALLY ADDED GEMFIBROSIL, AND NIACIN BECAUSE OF HIGH TRIGLYCERIDES.
",0,Not-Related,GEMFIBROSIL; INSULIN; LIPITOR; NIACIN; ZOCOR,"TO 150 IT WAS AROUND 200.
","422, 547",LIPITOR.327.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.327_6,"AFTER A YEAR OF TAKING THESE DRUGS, MY TYPE II DIABETES BECAME UNCONTROLLED AND MY KIDNEY READINGS BECAME BAD.
",1,Related,GEMFIBROSIL; INSULIN; LIPITOR; NIACIN; ZOCOR,"HE PRESCRIBED 40 MG OF LIPITOR FOR SEVERAL YEARS AND EVENTUALLY ADDED GEMFIBROSIL, AND NIACIN BECAUSE OF HIGH TRIGLYCERIDES.
","547, 658",LIPITOR.327.txt,1,"The text describes a worsening of Type II diabetes and kidney function ('became uncontrolled', 'became bad') which occurred 'AFTER A YEAR OF TAKING THESE DRUGS'. This indicates physiological issues that developed or worsened after drug exposure, fitting the criteria for an ADE."
LIPITOR.327_7,"I WAS THEN PUT ON INSULIN.
",0,Not-Related,GEMFIBROSIL; INSULIN; LIPITOR; NIACIN; ZOCOR,"AFTER A YEAR OF TAKING THESE DRUGS, MY TYPE II DIABETES BECAME UNCONTROLLED AND MY KIDNEY READINGS BECAME BAD.
","658, 685",LIPITOR.327.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.327_8,"I BEGAN TO DEVELOP JOINT PAIN AND NEUROPATHY.
",1,Related,GEMFIBROSIL; INSULIN; LIPITOR; NIACIN; ZOCOR,"I WAS THEN PUT ON INSULIN.
","685, 731",LIPITOR.327.txt,1,"The text describes new onset physiological issues (joint pain and neuropathy) which are not indications for the listed drugs, suggesting they are potential adverse effects."
LIPITOR.327_9,"THE PAIN IN MY HANDS BECAME SO BAD THAT I HAD TO HAVE CARPAL TUNNAL SURGERY.
",1,Related,GEMFIBROSIL; INSULIN; LIPITOR; NIACIN; ZOCOR,"I BEGAN TO DEVELOP JOINT PAIN AND NEUROPATHY.
","731, 808",LIPITOR.327.txt,1,"The text describes a physiological issue (pain in hands, carpal tunnel syndrome requiring surgery) that developed or worsened, which is a known potential adverse effect for some drugs in the context (e.g., statins, fibrates)."
LIPITOR.327_10,"I COULD NOT WALK WITHOUT FALLING.
",1,Related,GEMFIBROSIL; INSULIN; LIPITOR; NIACIN; ZOCOR,"THE PAIN IN MY HANDS BECAME SO BAD THAT I HAD TO HAVE CARPAL TUNNAL SURGERY.
","808, 842",LIPITOR.327.txt,1,The text describes a physiological issue (inability to walk without falling) which is a potential adverse drug event and not an indication for any of the listed drugs.
LIPITOR.327_11,I FINALLY BECAME,0,Not-Related,GEMFIBROSIL; INSULIN; LIPITOR; NIACIN; ZOCOR,"I COULD NOT WALK WITHOUT FALLING.
","842, 858",LIPITOR.327.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.327_12,"SO DEBILITATED THAT I HAD TO RETIRE EARLY.
",1,Related,GEMFIBROSIL; INSULIN; LIPITOR; NIACIN; ZOCOR,I FINALLY BECAME,"859, 902",LIPITOR.327.txt,1,"The text describes a state of 'debilitation' which is a physiological issue and a negative health outcome, potentially caused by a drug. It is not an indication, negation, pre-existing condition (based on the text), or a logistical complaint."
LIPITOR.327_13,"THE DOCTORS TOOK ME OFF THE LIPITOR AFTER THE KIDNEY READINGS BECAME SO HIGH.
",1,Related,GEMFIBROSIL; INSULIN; LIPITOR; NIACIN; ZOCOR,"SO DEBILITATED THAT I HAD TO RETIRE EARLY.
","902, 980",LIPITOR.327.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.327_14,"HOWEVER THEY DID TRY TO PUT ME BACK ON THEM SEVERAL TIMES.
",0,Not-Related,GEMFIBROSIL; INSULIN; LIPITOR; NIACIN; ZOCOR,"THE DOCTORS TOOK ME OFF THE LIPITOR AFTER THE KIDNEY READINGS BECAME SO HIGH.
","980, 1039",LIPITOR.327.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.327_15,I HAVE BEEN OFF STATIN DRUGS FOR FOUR YEARS,0,Not-Related,GEMFIBROSIL; INSULIN; LIPITOR; NIACIN; ZOCOR,"HOWEVER THEY DID TRY TO PUT ME BACK ON THEM SEVERAL TIMES.
","1039, 1082",LIPITOR.327.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.327_16,"AND I HAV.
",0,Not-Related,GEMFIBROSIL; INSULIN; LIPITOR; NIACIN; ZOCOR,I HAVE BEEN OFF STATIN DRUGS FOR FOUR YEARS,"1083, 1094",LIPITOR.327.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.55_0,"I have nothing yet just took it my first time, but I am also on occupycet 5/325Nguyen
",0,Not-Related,occupycet,,"0, 86",ARTHROTEC.55.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.55_1,"I have bad back and knew pain
has anyone been onthe same pills
just felling really tied now clicking in this new pill.
",0,Not-Related,occupycet,"I have nothing yet just took it my first time, but I am also on occupycet 5/325Nguyen
","86, 205",ARTHROTEC.55.txt,1,"The user reports 'felling really tied' (feeling really tired) 'now clicking in this new pill', which suggests a new physiological symptom (tiredness) occurring after starting the drug. The 'bad back and knew pain' appear to be pre-existing conditions or the indication for the drug."
ARTHROTEC.41_0,"Dizziness, sickness, stomach gas, feel like a bubble of air is stuck in my chest.
",1,Related,co codamol; co-codamol; cortozone injections,,"0, 82",ARTHROTEC.41.txt,1,"The text describes several physiological symptoms (dizziness, sickness, stomach gas, chest discomfort) which are not indications for co-codamol or cortisone injections and are common adverse effects associated with medications, particularly co-codamol."
ARTHROTEC.41_1,Hadn't realised it was related until I read this,0,Not-Related,co codamol; co-codamol; cortozone injections,"Dizziness, sickness, stomach gas, feel like a bubble of air is stuck in my chest.
","82, 130",ARTHROTEC.41.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.41_2,"but I get the hunger pangs too, I'm assuming this is the acids and gas in your stomach constantly churning over that make you feel like you're hungry.
",1,Related,co codamol; co-codamol; cortozone injections,Hadn't realised it was related until I read this,"131, 282",ARTHROTEC.41.txt,1,"The text describes a physiological issue ('hunger pangs', 'acids and gas in your stomach constantly churning over') which is a potential adverse drug event."
ARTHROTEC.41_3,"I've taken co-codamol for my fibromyalgia for many years which I have very few side effects with.
",0,Not-Related,co codamol; co-codamol; cortozone injections,"but I get the hunger pangs too, I'm assuming this is the acids and gas in your stomach constantly churning over that make you feel like you're hungry.
","282, 380",ARTHROTEC.41.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.41_4,I've recently had this severe hip pain on both sides which the co codamol wasn't touching so I went back to the Dr,0,Not-Related,co codamol; co-codamol; cortozone injections,"I've taken co-codamol for my fibromyalgia for many years which I have very few side effects with.
","380, 494",ARTHROTEC.41.txt,0,"The hip pain is the indication for which co-codamol was taken, not a side effect caused by the drug. The text describes a lack of efficacy, not an adverse event."
ARTHROTEC.41_5,"He recommended this anti-inflamatory and as he said next stop would be cortozone injections I was willing to give it a try.
",0,Not-Related,co codamol; co-codamol; cortozone injections,I've recently had this severe hip pain on both sides which the co codamol wasn't touching so I went back to the Dr,"495, 619",ARTHROTEC.41.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.41_6,"I've tried it for a week but it makes me feel dreadful.
",1,Related,co codamol; co-codamol; cortozone injections,"He recommended this anti-inflamatory and as he said next stop would be cortozone injections I was willing to give it a try.
","619, 675",ARTHROTEC.41.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.41_7,"Every time I stand up I have to hold onto something for fear of falling over, I feel sick and light headed and I get those waves of nausea where you suddenly feel all clammy.
",1,Related,co codamol; co-codamol; cortozone injections,"I've tried it for a week but it makes me feel dreadful.
","675, 850",ARTHROTEC.41.txt,1,"The text describes physiological issues including dizziness, lightheadedness, nausea, and clamminess, which are known potential side effects of co-codamol (due to codeine content)."
ARTHROTEC.41_8,"It's very much like having a permanent hangover, even down to the hunger which until I read thsi site I hadn't connected to the rest of it.
",1,Related,co codamol; co-codamol; cortozone injections,"Every time I stand up I have to hold onto something for fear of falling over, I feel sick and light headed and I get those waves of nausea where you suddenly feel all clammy.
","850, 990",ARTHROTEC.41.txt,1,"The text describes physiological issues ('permanent hangover', 'hunger') that are undesirable and are being connected by the user, implying they are potential adverse effects rather than indications or pre-existing conditions."
ARTHROTEC.41_9,"I've felt no discernible difference in the pain in my hips and the side effects simply aren't worth it so thats it for me and this drug.
",0,Not-Related,co codamol; co-codamol; cortozone injections,"It's very much like having a permanent hangover, even down to the hunger which until I read thsi site I hadn't connected to the rest of it.
","990, 1127",ARTHROTEC.41.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.864_0,"None, lowered my cholesterol by 47 points.
",0,Not-Related,LIPITOR.864,,"0, 43",LIPITOR.864.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.864_1,"Balanced my good vs bad cholesterol.
",0,Not-Related,LIPITOR.864,"None, lowered my cholesterol by 47 points.
","43, 80",LIPITOR.864.txt,0,Auto-Rejected by Hunter (Low Probability)
DICLOFENAC-SODIUM.2_0,"HEADACHE, BUT MOSTLY SWELLING OF THE LEGS AND FEET.
",1,Related,ALEVE,,"0, 52",DICLOFENAC-SODIUM.2.txt,1,"The text describes physiological symptoms (headache, swelling of legs and feet) which are consistent with potential adverse effects of Aleve (an NSAID), and there is no indication these were the reason for taking the drug, pre-existing, or negated."
DICLOFENAC-SODIUM.2_1,"HIGH BLOOD PRESSURE.
",1,Related,ALEVE,"HEADACHE, BUT MOSTLY SWELLING OF THE LEGS AND FEET.
","52, 73",DICLOFENAC-SODIUM.2.txt,1,"High blood pressure is a physiological issue and a known potential adverse effect associated with NSAIDs like Aleve. There is no information to suggest it is an indication for taking Aleve, pre-existing, or negated."
DICLOFENAC-SODIUM.2_2,"BLADDER INFECTION .
",1,Related,ALEVE,"HIGH BLOOD PRESSURE.
","73, 93",DICLOFENAC-SODIUM.2.txt,1,"The text describes a physiological issue (bladder infection) which is not an indication for Aleve, nor is it negated or stated as pre-existing. Therefore, it is classified as a potential adverse drug event."
DICLOFENAC-SODIUM.2_3,"I STOPPED TAKING ONCE I REALIZED THE SWELLING I WAS HAVING WAS DUE TO THIS MED.
",1,Related,ALEVE,"BLADDER INFECTION .
","93, 173",DICLOFENAC-SODIUM.2.txt,1,"The text describes 'swelling' as a physiological issue that occurred and was attributed to the medication 'ALEVE', fitting the criteria for an Adverse Drug Event."
DICLOFENAC-SODIUM.2_4,"HAD A VERY BAD BLADDER INFECTION AND FOUND OUT IT CAN CAUSE THE BLADDER NOT TO EMPTY AS IT SHOULD.
",1,Related,ALEVE,"I STOPPED TAKING ONCE I REALIZED THE SWELLING I WAS HAVING WAS DUE TO THIS MED.
","173, 272",DICLOFENAC-SODIUM.2.txt,0,The text describes a pre-existing bladder infection and a known complication of such infections ('bladder not to empty as it should'). It does not establish any causal or temporal link between the drug ALEVE and the bladder infection or its symptoms.
DICLOFENAC-SODIUM.2_5,"IT DID NOT HELP WITH MY PAIN AS WELL AS ALEVE DOES.
",0,Not-Related,ALEVE,"HAD A VERY BAD BLADDER INFECTION AND FOUND OUT IT CAN CAUSE THE BLADDER NOT TO EMPTY AS IT SHOULD.
","272, 324",DICLOFENAC-SODIUM.2.txt,0,"The text describes the drug's intended therapeutic effect (pain relief) in a comparative context, not an adverse event or side effect caused by the drug."
DICLOFENAC-SODIUM.2_6,"I WISH I HAD READ THE SIDE EFFECTS OF IT BEFORE TAKING IT.
",0,Not-Related,ALEVE,"IT DID NOT HELP WITH MY PAIN AS WELL AS ALEVE DOES.
","324, 383",DICLOFENAC-SODIUM.2.txt,0,Auto-Rejected by Hunter (Low Probability)
DICLOFENAC-SODIUM.2_7,SOME OF THEM REALLY SCARED ME,0,Not-Related,ALEVE,"I WISH I HAD READ THE SIDE EFFECTS OF IT BEFORE TAKING IT.
","383, 412",DICLOFENAC-SODIUM.2.txt,0,Auto-Rejected by Hunter (Low Probability)
DICLOFENAC-SODIUM.2_8,"ONCE I DID READ THEM.
",0,Not-Related,ALEVE,SOME OF THEM REALLY SCARED ME,"413, 435",DICLOFENAC-SODIUM.2.txt,0,Auto-Rejected by Hunter (Low Probability)
VOLTAREN.8_0,"Horrific medication - Suffered an acute pancreatic attack with critical blood levels that almost caused my death.
",1,Related,Voltaren,,"0, 114",VOLTAREN.8.txt,1,"The text describes a severe physiological issue ('acute pancreatic attack') that the user attributes to the medication, indicating it occurred after or during drug use."
VOLTAREN.8_1,"My entire body was ""shutting"" down.
",1,Related,Voltaren,"Horrific medication - Suffered an acute pancreatic attack with critical blood levels that almost caused my death.
","114, 150",VOLTAREN.8.txt,1,"The text describes a severe physiological issue ('entire body was shutting down') which is a potential adverse drug event, not an indication for Voltaren, a negation, or a pre-existing condition."
VOLTAREN.8_2,"My blood reports were at critical levels, BP was very low 98/60, fever for over 6 weeks, weight loss of 10 lbs.,yellow",1,Related,Voltaren,"My entire body was ""shutting"" down.
","150, 268",VOLTAREN.8.txt,1,"The text describes multiple physiological issues including critical blood reports, low blood pressure, prolonged fever, weight loss, and yellowing (likely jaundice), which are all potential adverse drug events."
VOLTAREN.8_3,"color to my skin, couldn't walk straight,prostate infection, sweating, nausea, pain in stomach & back, urination effected, hoarseness/coughing, heart racing, disoriented.
",1,Related,Voltaren,"My blood reports were at critical levels, BP was very low 98/60, fever for over 6 weeks, weight loss of 10 lbs.,yellow","269, 440",VOLTAREN.8.txt,1,"The text describes multiple physiological issues, dysfunctions, and changes in mental state (e.g., skin color changes, difficulty walking, infection, sweating, nausea, pain, urinary issues, hoarseness/coughing, heart racing, disorientation) which are consistent with potential adverse drug events and are not indications for Voltaren."
VOLTAREN.8_4,"Then the doctor in charge left us floundering on our own, going from one specialist after another to counter what was happening.
",0,Not-Related,Voltaren,"color to my skin, couldn't walk straight,prostate infection, sweating, nausea, pain in stomach & back, urination effected, hoarseness/coughing, heart racing, disoriented.
","440, 569",VOLTAREN.8.txt,0,Auto-Rejected by Hunter (Low Probability)
VOLTAREN.8_5,"My children did some research on the web about my drugs that I was taking, which included Voltaren,and learned about the adverse reactions to this drug and I stopped Voltaren.
",0,Not-Related,Voltaren,"Then the doctor in charge left us floundering on our own, going from one specialist after another to counter what was happening.
","569, 745",VOLTAREN.8.txt,0,Auto-Rejected by Hunter (Low Probability)
VOLTAREN.8_6,"The specialists agreed with this conclusion, since they were exact to my problems.
",0,Not-Related,Voltaren,"My children did some research on the web about my drugs that I was taking, which included Voltaren,and learned about the adverse reactions to this drug and I stopped Voltaren.
","745, 828",VOLTAREN.8.txt,0,Auto-Rejected by Hunter (Low Probability)
VOLTAREN.8_7,"My body reacted and I recovered gradually.
",0,Not-Related,Voltaren,"The specialists agreed with this conclusion, since they were exact to my problems.
","828, 871",VOLTAREN.8.txt,0,Auto-Rejected by Hunter (Low Probability)
VOLTAREN.8_8,"My advice to all - STOP - Find something else.
",0,Not-Related,Voltaren,"My body reacted and I recovered gradually.
","871, 918",VOLTAREN.8.txt,0,Auto-Rejected by Hunter (Low Probability)
VOLTAREN.8_9,"I lost 2 months of my life and I still don't remember the entire e.
If you are taking this drug - Make absolutely sure that you get blood work done every 6 months, in order to catch any critical levels in your blood.
",1,Related,Voltaren,"My advice to all - STOP - Find something else.
","918, 1135",VOLTAREN.8.txt,0,Auto-Rejected by Hunter (Low Probability)
VOLTAREN.8_10,"Then - STOP - the drug.
",0,Not-Related,Voltaren,"I lost 2 months of my life and I still don't remember the entire e.
If you are taking this drug - Make absolutely sure that you get blood work done every 6 months, in order to catch any critical levels in your blood.
","1135, 1159",VOLTAREN.8.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.118_0,"Anxiety, paranoia.
",1,Related,Niacin; Niaspan,,"0, 19",LIPITOR.118.txt,1,"Anxiety and paranoia are physiological issues/mental states that can be adverse drug events. There is no information to suggest they are an indication for the drug, pre-existing, or negated."
LIPITOR.118_1,"The Niacin medication I was referring to in my posting of 7/7/12 is called in some countries Niaspan .
",0,Not-Related,Niacin; Niaspan,"Anxiety, paranoia.
","19, 122",LIPITOR.118.txt,0,Auto-Rejected by Hunter (Low Probability)
VOLTAREN-XR.4_0,"not much relief.
",0,Not-Related,VOLTAREN-XR.4,,"0, 17",VOLTAREN-XR.4.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.124_0,"terrible muscle pain terrible mood changes could hardly walk or lift my arms.
",1,Related,LIPITOR.124,,"0, 78",LIPITOR.124.txt,1,"The text describes severe muscle pain, difficulty with movement, and mood changes, which are physiological issues consistent with potential adverse effects of statins like Lipitor. There is no indication these are pre-existing, the reason for taking the drug, or a negation."
LIPITOR.124_1,"stopped taking them 4 years ago and still suffer terrible muscle pain and wasting.
",0,Not-Related,LIPITOR.124,"terrible muscle pain terrible mood changes could hardly walk or lift my arms.
","78, 161",LIPITOR.124.txt,1,"The text describes 'terrible muscle pain and wasting' which are physiological issues. The symptoms are stated to persist even after stopping the drug, implying they were caused by or exacerbated by the drug's use."
LIPITOR.124_2,"i have set up a website for australians to connect who have been afflicted by this medication please come and join and unite in effort to educate the medical fraterity of their ignorance or denial http://australianstatinvictims.com/.
",0,Not-Related,LIPITOR.124,"stopped taking them 4 years ago and still suffer terrible muscle pain and wasting.
","161, 395",LIPITOR.124.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.332_0,"elevated CPK in the 250 range.
",1,Related,Lipitor; lipitor,,"0, 31",LIPITOR.332.txt,1,"Elevated CPK is a physiological issue and a known potential adverse effect associated with statin medications like Lipitor, indicating muscle damage."
LIPITOR.332_1,"I have been of Lipitor of 15 months and my CPK is still elevated.
",0,Not-Related,Lipitor; lipitor,"elevated CPK in the 250 range.
","31, 97",LIPITOR.332.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.332_2,"Three doctors have agreed that it is/was caused by lipitor.
",0,Not-Related,Lipitor; lipitor,"I have been of Lipitor of 15 months and my CPK is still elevated.
","97, 157",LIPITOR.332.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.332_3,"Does anyone have info?????.
",0,Not-Related,Lipitor; lipitor,"Three doctors have agreed that it is/was caused by lipitor.
","157, 185",LIPITOR.332.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.326_0,"Some muscle soreness, but tolerable.
",1,Related,LIPITOR.326,,"0, 37",LIPITOR.326.txt,1,"The text describes 'muscle soreness,' which is a physiological symptom and a known potential side effect of statins like Lipitor. It is not an indication, negation, pre-existing condition, or logistical complaint."
LIPITOR.326_1,"However weight gain has been a problem.
",1,Related,LIPITOR.326,"Some muscle soreness, but tolerable.
","37, 77",LIPITOR.326.txt,1,"The text describes weight gain as a problem, which is a physiological issue that occurred and is undesirable, consistent with an adverse drug event."
LIPITOR.326_2,"Several friends mentioned the same weight gain problem.
",1,Related,LIPITOR.326,"However weight gain has been a problem.
","77, 133",LIPITOR.326.txt,1,"The text describes a physiological issue (weight gain) that is being discussed as a problem, implying a potential association with the drug, especially when 'several friends mentioned the same problem'."
LIPITOR.508_0,"Muscle pain, mostly in my legs but to a lesser degree in my arms also.
",1,Related,Lipitor,,"0, 71",LIPITOR.508.txt,1,"The text describes muscle pain, which is a physiological issue and a known potential adverse drug event associated with Lipitor (a statin)."
LIPITOR.508_1,"Hip pain in my left hip, sometimes severe enough to cause me to limp.
",1,Related,Lipitor,"Muscle pain, mostly in my legs but to a lesser degree in my arms also.
","71, 141",LIPITOR.508.txt,1,"The text describes a physiological issue (hip pain, limping) which is a potential adverse drug event, and there is no information to suggest it is an indication, pre-existing, or negated."
LIPITOR.508_2,"A buzzing sensation in my lower right leg.
",0,Not-Related,Lipitor,"Hip pain in my left hip, sometimes severe enough to cause me to limp.
","141, 184",LIPITOR.508.txt,1,"The text describes a physiological sensation (buzzing) which is a potential adverse drug event, and it is not an indication for Lipitor, a negation, pre-existing, or a logistical complaint."
LIPITOR.508_3,"This is a fairly recent occurance.
",0,Not-Related,Lipitor,"A buzzing sensation in my lower right leg.
","184, 219",LIPITOR.508.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.508_4,"Severe and frequent muscle cramps, mostly in my lower legs and feet.
",1,Related,Lipitor,"This is a fairly recent occurance.
","219, 288",LIPITOR.508.txt,1,"The text describes muscle cramps, which are a known physiological adverse effect associated with statin medications like Lipitor."
LIPITOR.508_5,"Knee pain.
",1,Related,Lipitor,"Severe and frequent muscle cramps, mostly in my lower legs and feet.
","288, 299",LIPITOR.508.txt,1,"The text describes a physiological issue (pain) that is not an indication for Lipitor, nor is it negated or stated as pre-existing."
LIPITOR.508_6,"Generally, I feel terrible.
",0,Not-Related,Lipitor,"Knee pain.
","299, 327",LIPITOR.508.txt,1,"The text describes a general negative physiological/mental state ('feel terrible') which is a potential adverse drug event. It is not an indication for Lipitor, a negation, pre-existing, or a logistical complaint."
LIPITOR.508_7,"I have no energy.
",0,Not-Related,Lipitor,"Generally, I feel terrible.
","327, 345",LIPITOR.508.txt,1,The text describes a physiological issue ('no energy' or fatigue) which is a known potential side effect of Lipitor (a statin).
LIPITOR.508_8,"I have constant pain, sometimes severe.
",1,Related,Lipitor,"I have no energy.
","345, 385",LIPITOR.508.txt,1,"The text describes a physiological issue ('constant pain, sometimes severe') which is a known potential adverse effect (e.g., myalgia) associated with statins like Lipitor. There is no information to suggest it's an indication, pre-existing, or negated."
LIPITOR.508_9,"Two days ago I stopped taking Lipitor.
",0,Not-Related,Lipitor,"I have constant pain, sometimes severe.
","385, 424",LIPITOR.508.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.285_0,"I've not started the drug, but it was perscribed to me by my Dr for having low HDL (good).
",0,Not-Related,LIPITOR.285,,"0, 91",LIPITOR.285.txt,0,Auto-Rejected by Hunter (Low Probability)
